asset,available_from,date,high,low,note,open,series_id,source,unit,value,volume
gld_spdr_gold_etf,2017-03-09,2017-03-08,115.36,114.95,no_shares_outstanding,114.99,GLD,yfinance_ticker_v2,usd_per_share,115.06,7620900.0
gld_spdr_gold_etf,2017-03-10,2017-03-09,115.03,114.41,no_shares_outstanding,114.78,GLD,yfinance_ticker_v2,usd_per_share,114.47,6410900.0
gld_spdr_gold_etf,2017-03-11,2017-03-10,114.73,114.13,no_shares_outstanding,114.45,GLD,yfinance_ticker_v2,usd_per_share,114.72,7929500.0
gld_spdr_gold_etf,2017-03-14,2017-03-13,114.91,114.51,no_shares_outstanding,114.63,GLD,yfinance_ticker_v2,usd_per_share,114.74,5807400.0
gld_spdr_gold_etf,2017-03-15,2017-03-14,115.01,114.03,no_shares_outstanding,114.54,GLD,yfinance_ticker_v2,usd_per_share,114.12,5301800.0
gld_spdr_gold_etf,2017-03-16,2017-03-15,116.25,114.02,no_shares_outstanding,114.29,GLD,yfinance_ticker_v2,usd_per_share,116.25,13524100.0
gld_spdr_gold_etf,2017-03-17,2017-03-16,117.29,116.69,no_shares_outstanding,117.27,GLD,yfinance_ticker_v2,usd_per_share,116.73,9322000.0
gld_spdr_gold_etf,2017-03-18,2017-03-17,117.27,116.91,no_shares_outstanding,117.04,GLD,yfinance_ticker_v2,usd_per_share,116.99,4683000.0
gld_spdr_gold_etf,2017-03-21,2017-03-20,117.6,117.21,no_shares_outstanding,117.31,GLD,yfinance_ticker_v2,usd_per_share,117.51,4000200.0
gld_spdr_gold_etf,2017-03-22,2017-03-21,118.8,117.76,no_shares_outstanding,117.77,GLD,yfinance_ticker_v2,usd_per_share,118.54,9567900.0
gld_spdr_gold_etf,2017-03-23,2017-03-22,119.15,118.68,no_shares_outstanding,118.87,GLD,yfinance_ticker_v2,usd_per_share,118.83,7287400.0
gld_spdr_gold_etf,2017-03-24,2017-03-23,119.25,118.32,no_shares_outstanding,119.15,GLD,yfinance_ticker_v2,usd_per_share,118.67,6201100.0
gld_spdr_gold_etf,2017-03-25,2017-03-24,119.21,118.39,no_shares_outstanding,118.5,GLD,yfinance_ticker_v2,usd_per_share,118.86,6879600.0
gld_spdr_gold_etf,2017-03-28,2017-03-27,120.08,119.27,no_shares_outstanding,119.93,GLD,yfinance_ticker_v2,usd_per_share,119.53,8519600.0
gld_spdr_gold_etf,2017-03-29,2017-03-28,119.83,118.78,no_shares_outstanding,119.74,GLD,yfinance_ticker_v2,usd_per_share,119.04,7112800.0
gld_spdr_gold_etf,2017-03-30,2017-03-29,119.45,119.05,no_shares_outstanding,119.22,GLD,yfinance_ticker_v2,usd_per_share,119.33,4911000.0
gld_spdr_gold_etf,2017-03-31,2017-03-30,119.12,118.32,no_shares_outstanding,118.77,GLD,yfinance_ticker_v2,usd_per_share,118.47,6894600.0
gld_spdr_gold_etf,2017-04-01,2017-03-31,119.08,118.46,no_shares_outstanding,118.61,GLD,yfinance_ticker_v2,usd_per_share,118.72,8520800.0
gld_spdr_gold_etf,2017-04-04,2017-04-03,119.37,118.67,no_shares_outstanding,118.69,GLD,yfinance_ticker_v2,usd_per_share,119.35,6105700.0
gld_spdr_gold_etf,2017-04-05,2017-04-04,119.77,119.38,no_shares_outstanding,119.59,GLD,yfinance_ticker_v2,usd_per_share,119.62,4687300.0
gld_spdr_gold_etf,2017-04-06,2017-04-05,119.63,118.4,no_shares_outstanding,118.62,GLD,yfinance_ticker_v2,usd_per_share,119.62,8106000.0
gld_spdr_gold_etf,2017-04-07,2017-04-06,119.42,118.98,no_shares_outstanding,119.22,GLD,yfinance_ticker_v2,usd_per_share,119.18,4633500.0
gld_spdr_gold_etf,2017-04-08,2017-04-07,120.67,119.14,no_shares_outstanding,120.3,GLD,yfinance_ticker_v2,usd_per_share,119.46,12351100.0
gld_spdr_gold_etf,2017-04-11,2017-04-10,119.69,118.85,no_shares_outstanding,119.04,GLD,yfinance_ticker_v2,usd_per_share,119.46,4623700.0
gld_spdr_gold_etf,2017-04-12,2017-04-11,121.4,120.29,no_shares_outstanding,120.33,GLD,yfinance_ticker_v2,usd_per_share,121.19,12455300.0
gld_spdr_gold_etf,2017-04-13,2017-04-12,122.22,121.14,no_shares_outstanding,121.38,GLD,yfinance_ticker_v2,usd_per_share,122.02,9502500.0
gld_spdr_gold_etf,2017-04-14,2017-04-13,122.65,122.03,no_shares_outstanding,122.54,GLD,yfinance_ticker_v2,usd_per_share,122.6,9892600.0
gld_spdr_gold_etf,2017-04-18,2017-04-17,123.07,121.99,no_shares_outstanding,122.55,GLD,yfinance_ticker_v2,usd_per_share,122.24,8469600.0
gld_spdr_gold_etf,2017-04-19,2017-04-18,123.03,121.73,no_shares_outstanding,122.43,GLD,yfinance_ticker_v2,usd_per_share,122.82,10903700.0
gld_spdr_gold_etf,2017-04-20,2017-04-19,122.26,121.28,no_shares_outstanding,122.25,GLD,yfinance_ticker_v2,usd_per_share,121.73,8472700.0
gld_spdr_gold_etf,2017-04-21,2017-04-20,122.17,121.5,no_shares_outstanding,121.82,GLD,yfinance_ticker_v2,usd_per_share,121.96,11787300.0
gld_spdr_gold_etf,2017-04-22,2017-04-21,122.61,121.73,no_shares_outstanding,122.14,GLD,yfinance_ticker_v2,usd_per_share,122.31,15608000.0
gld_spdr_gold_etf,2017-04-25,2017-04-24,121.51,120.66,no_shares_outstanding,120.77,GLD,yfinance_ticker_v2,usd_per_share,121.48,11053600.0
gld_spdr_gold_etf,2017-04-26,2017-04-25,120.87,120.05,no_shares_outstanding,120.53,GLD,yfinance_ticker_v2,usd_per_share,120.25,10344800.0
gld_spdr_gold_etf,2017-04-27,2017-04-26,120.96,119.87,no_shares_outstanding,120.21,GLD,yfinance_ticker_v2,usd_per_share,120.84,9758800.0
gld_spdr_gold_etf,2017-04-28,2017-04-27,120.6,119.97,no_shares_outstanding,120.42,GLD,yfinance_ticker_v2,usd_per_share,120.39,8267000.0
gld_spdr_gold_etf,2017-04-29,2017-04-28,120.77,120.27,no_shares_outstanding,120.34,GLD,yfinance_ticker_v2,usd_per_share,120.77,9134200.0
gld_spdr_gold_etf,2017-05-02,2017-05-01,120.75,119.35,no_shares_outstanding,120.21,GLD,yfinance_ticker_v2,usd_per_share,119.67,9331800.0
gld_spdr_gold_etf,2017-05-03,2017-05-02,119.65,119.24,no_shares_outstanding,119.3,GLD,yfinance_ticker_v2,usd_per_share,119.65,4900800.0
gld_spdr_gold_etf,2017-05-04,2017-05-03,119.34,117.92,no_shares_outstanding,119.18,GLD,yfinance_ticker_v2,usd_per_share,117.98,10811100.0
gld_spdr_gold_etf,2017-05-05,2017-05-04,117.28,116.63,no_shares_outstanding,116.81,GLD,yfinance_ticker_v2,usd_per_share,116.79,12406900.0
gld_spdr_gold_etf,2017-05-06,2017-05-05,117.07,116.68,no_shares_outstanding,116.86,GLD,yfinance_ticker_v2,usd_per_share,117.01,7127200.0
gld_spdr_gold_etf,2017-05-09,2017-05-08,117.14,116.68,no_shares_outstanding,117.03,GLD,yfinance_ticker_v2,usd_per_share,116.75,5438400.0
gld_spdr_gold_etf,2017-05-10,2017-05-09,116.24,115.56,no_shares_outstanding,116.18,GLD,yfinance_ticker_v2,usd_per_share,116.05,6801300.0
gld_spdr_gold_etf,2017-05-11,2017-05-10,116.5,115.86,no_shares_outstanding,116.42,GLD,yfinance_ticker_v2,usd_per_share,116.04,4290500.0
gld_spdr_gold_etf,2017-05-12,2017-05-11,116.85,116.19,no_shares_outstanding,116.21,GLD,yfinance_ticker_v2,usd_per_share,116.5,6274400.0
gld_spdr_gold_etf,2017-05-13,2017-05-12,117.16,116.73,no_shares_outstanding,117.07,GLD,yfinance_ticker_v2,usd_per_share,116.83,5434500.0
gld_spdr_gold_etf,2017-05-16,2017-05-15,117.54,116.99,no_shares_outstanding,117.52,GLD,yfinance_ticker_v2,usd_per_share,117.14,5019600.0
