buy,date,document_number,mid,pair,published_at,quote_type,raw_hash,sell,source
,2011-07-15,280/TB-NHNN,20608.0,USD/VND,2011-07-16T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-17,280/TB-NHNN,20608.0,USD/VND,2011-07-18T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-18,281/TB-NHNN,20608.0,USD/VND,2011-07-19T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-19,284/TB-NHNN,20608.0,USD/VND,2011-07-20T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-20,287/TB-NHNN,20608.0,USD/VND,2011-07-21T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-21,288/TB-NHNN,20608.0,USD/VND,2011-07-22T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-22,290/TB-NHNN,20608.0,USD/VND,2011-07-23T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-24,290/TB-NHNN,20608.0,USD/VND,2011-07-25T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-25,292/TB-NHNN,20608.0,USD/VND,2011-07-26T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-26,294/TB-NHNN,20608.0,USD/VND,2011-07-27T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-27,295/TB-NHNN,20608.0,USD/VND,2011-07-28T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-28,296/TB-NHNN,20608.0,USD/VND,2011-07-29T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-29,303/TB-NHNN,20608.0,USD/VND,2011-07-30T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-07-31,303/TB-NHNN,20608.0,USD/VND,2011-08-01T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-01,304/TB-NHNN,20608.0,USD/VND,2011-08-02T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-02,305/TB-NHNN,20608.0,USD/VND,2011-08-03T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-03,306/TB-NHNN,20608.0,USD/VND,2011-08-04T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-04,307/TB-NHNN,20608.0,USD/VND,2011-08-05T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-05,308/TB-NHNN,20608.0,USD/VND,2011-08-06T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-07,308/TB-NHNN,20608.0,USD/VND,2011-08-08T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-08,309/TB-NHNN,20608.0,USD/VND,2011-08-09T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-09,313/TB-NHNN,20618.0,USD/VND,2011-08-10T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-10,315/TB-NHNN,20618.0,USD/VND,2011-08-11T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-11,316/TB-NHNN,20618.0,USD/VND,2011-08-12T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-12,316/TB-NHNN,20618.0,USD/VND,2011-08-13T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-14,316/TB-NHNN,20618.0,USD/VND,2011-08-15T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-15,318/TB-NHNN,20618.0,USD/VND,2011-08-16T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-16,319/TB-NHNN,20618.0,USD/VND,2011-08-17T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-17,321/TB-NHNN,20618.0,USD/VND,2011-08-18T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-18,322/TB-NHNN,20618.0,USD/VND,2011-08-19T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-19,324/TB-NHNN,20618.0,USD/VND,2011-08-20T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-21,324/TB-NHNN,20618.0,USD/VND,2011-08-22T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-22,326/TB-NHNN,20618.0,USD/VND,2011-08-23T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-23,327/TB-NHNN,20628.0,USD/VND,2011-08-24T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-24,329/TB-NHNN,20628.0,USD/VND,2011-08-25T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-25,330/TB-NHNN,20628.0,USD/VND,2011-08-26T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-26,332/TB-NHNN,20628.0,USD/VND,2011-08-27T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-28,332/TB-NHNN,20628.0,USD/VND,2011-08-29T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-29,333/TB-NHNN,20628.0,USD/VND,2011-08-30T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-30,334/TB-NHNN,20628.0,USD/VND,2011-08-31T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-08-31,338/TB-NHNN,20628.0,USD/VND,2011-09-01T00:00:00Z,central_rate,055a09ad0e8fe3b239b246b62cfa385ff130784077a7c5cd20356dc5ca92ba0e,,sbv_central_fx_history
,2011-09-04,340/TB-NHNN,20628.0,USD/VND,2011-09-05T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-05,341/TB-NHNN,20628.0,USD/VND,2011-09-06T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-06,347/TB-NHNN,20628.0,USD/VND,2011-09-07T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-07,349/TB-NHNN,20628.0,USD/VND,2011-09-08T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-08,351/TB-NHNN,20628.0,USD/VND,2011-09-09T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-09,354/TB-NHNN,20628.0,USD/VND,2011-09-10T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-11,354/TB-NHNN,20628.0,USD/VND,2011-09-12T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-12,356/TB-NHNN,20628.0,USD/VND,2011-09-13T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-13,358/TB-NHNN,20628.0,USD/VND,2011-09-14T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-14,360/TB-NHNN,20628.0,USD/VND,2011-09-15T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-15,361/TB-NHNN,20628.0,USD/VND,2011-09-16T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-16,362/TB-NHNN,20628.0,USD/VND,2011-09-17T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-18,362/TB-NHNN,20628.0,USD/VND,2011-09-19T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-19,364/TB-NHNN,20628.0,USD/VND,2011-09-20T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-20,366/TB-NHNN,20628.0,USD/VND,2011-09-21T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-21,367/TB-NHNN,20628.0,USD/VND,2011-09-22T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-22,368/TB-NHNN,20628.0,USD/VND,2011-09-23T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-23,369/TB-NHNN,20628.0,USD/VND,2011-09-24T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-25,369/TB-NHNN,20628.0,USD/VND,2011-09-26T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-26,370/TB-NHNN,20628.0,USD/VND,2011-09-27T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-27,371/NHNN-TB,20628.0,USD/VND,2011-09-28T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-28,372/TB-NHNN,20628.0,USD/VND,2011-09-29T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-29,373/TB-NHNN,20628.0,USD/VND,2011-09-30T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-09-30,375/TB-NHNN,20628.0,USD/VND,2011-10-01T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-02,375/TB-NHNN,20628.0,USD/VND,2011-10-03T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-03,377/TB-NHNN,20628.0,USD/VND,2011-10-04T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-06,385/TB-NHNN,20653.0,USD/VND,2011-10-07T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-07,387/TB-NHNN,20653.0,USD/VND,2011-10-08T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-09,387/TB-NHNN,20653.0,USD/VND,2011-10-10T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-10,394/TB-NHNN,20668.0,USD/VND,2011-10-11T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-11,395/TB-NHNN,20668.0,USD/VND,2011-10-12T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-12,397/TB-NHNN,20678.0,USD/VND,2011-10-13T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-13,398/TB-NHNN,20688.0,USD/VND,2011-10-14T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-14,400/TB-NHNN,20708.0,USD/VND,2011-10-15T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-16,400/TB-NHNN,20708.0,USD/VND,2011-10-17T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-17,402/TB-NHNN,20723.0,USD/VND,2011-10-18T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-18,403/TB-NHNN,20733.0,USD/VND,2011-10-19T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-19,405/TB-NHNN,20738.0,USD/VND,2011-10-20T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-20,407/TB-NHNN,20748.0,USD/VND,2011-10-21T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-21,408/TB-NHNN,20748.0,USD/VND,2011-10-22T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-23,408/TB-NHNN,20748.0,USD/VND,2011-10-24T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-24,409/TB-NHNN,20748.0,USD/VND,2011-10-25T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-25,411/TB-NHNN,20768.0,USD/VND,2011-10-26T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-26,412/TB-NHNN,20788.0,USD/VND,2011-10-27T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-27,415/TB-NHNN,20803.0,USD/VND,2011-10-28T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-28,417/TB-NHNN,20803.0,USD/VND,2011-10-29T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-30,417/TB-NHNN,20803.0,USD/VND,2011-10-31T00:00:00Z,central_rate,9476f827aac7bf866a8ffe3243534c05b37f5715de885638bbd2c4d03deccc43,,sbv_central_fx_history
,2011-10-31,419/TB-NHNN,20803.0,USD/VND,2011-11-01T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-01,420/TB-NHNN,20803.0,USD/VND,2011-11-02T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-04,425/TB-NHNN,20803.0,USD/VND,2011-11-05T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-06,425/TB-NHNN,20803.0,USD/VND,2011-11-07T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-07,427/TB-NHNN,20803.0,USD/VND,2011-11-08T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-08,428/TB-NHNN,20803.0,USD/VND,2011-11-09T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-09,435/TB-NHNN,20803.0,USD/VND,2011-11-10T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-10,437/TB-NHNN,20803.0,USD/VND,2011-11-11T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-11,438/TB-NHNN,20803.0,USD/VND,2011-11-12T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-13,438/TB-NHNN,20803.0,USD/VND,2011-11-14T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-14,439/TB-NHNN,20803.0,USD/VND,2011-11-15T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-15,440/TB-NHNN,20803.0,USD/VND,2011-11-16T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-16,442/TB-NHNN,20803.0,USD/VND,2011-11-17T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-17,443/TB-NHNN,20803.0,USD/VND,2011-11-18T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-18,445/TB-NHNN,20803.0,USD/VND,2011-11-19T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-20,445/TB-NHNN,20803.0,USD/VND,2011-11-21T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-21,446/TB-NHNN,20803.0,USD/VND,2011-11-22T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-22,447/TB-NHNN,20803.0,USD/VND,2011-11-23T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
,2011-11-23,448/TB-NHNN,20803.0,USD/VND,2011-11-24T00:00:00Z,central_rate,8e61af064c79ee562774ff3bef2229982dfbe02dbecece5bdf3532caed68fa34,,sbv_central_fx_history
