available_from,date,domain,frequency,release_date,series_id,series_name,source,unit,value
2025-06-06,2010-09-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,7095.602176
2025-06-06,2010-09-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,127.29
2025-06-06,2010-09-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,454.52
2025-06-06,2010-10-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,461.08301
2025-06-06,2010-10-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,26.468929
2025-06-06,2010-10-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,7396.257262
2025-06-06,2010-10-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,112.86
2025-06-06,2010-10-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,452.63
2025-06-06,2010-11-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,535.858631
2025-06-06,2010-11-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,30.13859
2025-06-06,2010-11-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8055.182448
2025-06-06,2010-11-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,108.43
2025-06-06,2010-11-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,451.59
2025-06-06,2010-12-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,552.0706959999992
2025-06-06,2010-12-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,35.503493
2025-06-06,2010-12-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8829.262187
2025-06-06,2010-12-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,114.2
2025-06-06,2010-12-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,484.66
2025-06-06,2010-12-31,POP,A,2025-06-06,LP_PE_NUM,population_10k,gso_macro_monitor_curated,10k_persons,87067.267
2025-06-06,2011-01-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,463.0
2025-06-06,2011-01-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,36.0
2025-06-06,2011-01-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8224.0
2025-06-06,2011-01-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,106.6
2025-06-06,2011-01-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,510.6
2025-06-06,2011-02-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,381.327
2025-06-06,2011-02-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,23.04
2025-06-06,2011-02-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,6177.0
2025-06-06,2011-02-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,95.9
2025-06-06,2011-02-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,461.37
2025-06-06,2011-03-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,51286.1
2025-06-06,2011-03-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,620.0
2025-06-06,2011-03-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,33.0
2025-06-06,2011-03-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9057.0
2025-06-06,2011-03-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,461.13
2025-06-06,2011-04-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,667.0
2025-06-06,2011-04-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,34.0
2025-06-06,2011-04-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9066.0
2025-06-06,2011-04-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,83.6
2025-06-06,2011-04-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,480.08
2025-06-06,2011-05-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,668.0
2025-06-06,2011-05-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,35.0
2025-06-06,2011-05-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9007.0
2025-06-06,2011-05-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,69.5
2025-06-06,2011-05-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,421.37
2025-06-06,2011-06-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,51398.4
2025-06-06,2011-06-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,613.471
2025-06-06,2011-06-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,41.244
2025-06-06,2011-06-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8790.739
2025-06-06,2011-06-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,74.4
2025-06-06,2011-06-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,432.54
2025-06-06,2011-07-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,536.515
2025-06-06,2011-07-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,36.053
2025-06-06,2011-07-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8402.138
2025-06-06,2011-07-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,69.55
2025-06-06,2011-07-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,405.7
2025-06-06,2011-08-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,536.408
2025-06-06,2011-08-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,39.937
2025-06-06,2011-08-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,10075.399
2025-06-06,2011-08-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,73.19
2025-06-06,2011-08-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,424.71
2025-06-06,2011-09-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,52470.9
2025-06-06,2011-09-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,523.2
2025-06-06,2011-09-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,34.6
2025-06-06,2011-09-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9782.316
2025-06-06,2011-09-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,71.34
2025-06-06,2011-09-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,427.6
2025-06-06,2011-10-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,583.579942
2025-06-06,2011-10-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,37.914971
2025-06-06,2011-10-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9237.309963
2025-06-06,2011-10-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,70.21
2025-06-06,2011-10-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,420.81
2025-06-06,2011-11-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,582.943024
2025-06-06,2011-11-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,40.794913
2025-06-06,2011-11-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9575.10328
2025-06-06,2011-11-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,60.47
2025-06-06,2011-11-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,380.69
2025-06-06,2011-12-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,52538.5
2025-06-06,2011-12-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,617.0460295966903
2025-06-06,2011-12-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,40.241622
2025-06-06,2011-12-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9356.086493
2025-06-06,2011-12-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,58.74
2025-06-06,2011-12-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,351.55
2025-06-06,2011-12-31,POP,A,2025-06-06,LP_PE_NUM,population_10k,gso_macro_monitor_curated,10k_persons,88145.825
2025-06-06,2012-01-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,393.321
2025-06-06,2012-01-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,30.0
2025-06-06,2012-01-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,7001.907
2025-06-06,2012-01-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,60.59
2025-06-06,2012-01-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,387.97
2025-06-06,2012-02-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,452.0
2025-06-06,2012-02-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,37.557
2025-06-06,2012-02-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,8762.116
2025-06-06,2012-02-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,68.68
2025-06-06,2012-02-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,423.64
2025-06-06,2012-03-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,50997.8
2025-06-06,2012-03-01,LMI,Q,2025-06-06,LLF_PE_NUM,labour_force_10k,gso_macro_monitor_curated,10k_persons,51978.4
2025-06-06,2012-03-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,606.0
2025-06-06,2012-03-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,39.071
2025-06-06,2012-03-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9282.571
2025-06-06,2012-03-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,72.2
2025-06-06,2012-03-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,441.03
2025-06-06,2012-04-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,604.907
2025-06-06,2012-04-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,40.014
2025-06-06,2012-04-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9009.915
2025-06-06,2012-04-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,79.86
2025-06-06,2012-04-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,473.77
2025-06-06,2012-05-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,734.627
2025-06-06,2012-05-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,46.561
2025-06-06,2012-05-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,10347.116
2025-06-06,2012-05-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,74.07
2025-06-06,2012-05-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,429.2
2025-06-06,2012-06-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,51699.0
2025-06-06,2012-06-01,LMI,Q,2025-06-06,LLF_PE_NUM,labour_force_10k,gso_macro_monitor_curated,10k_persons,52581.3
2025-06-06,2012-06-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,598.267
2025-06-06,2012-06-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,39.05
2025-06-06,2012-06-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9629.776
2025-06-06,2012-06-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,71.07
2025-06-06,2012-06-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,422.37
2025-06-06,2012-07-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,602.751
2025-06-06,2012-07-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,40.817
2025-06-06,2012-07-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9859.371
2025-06-06,2012-07-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,69.19
2025-06-06,2012-07-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,414.48
2025-06-06,2012-08-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,558.027
2025-06-06,2012-08-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,41.643
2025-06-06,2012-08-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,10399.284
2025-06-06,2012-08-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,61.43
2025-06-06,2012-08-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,396.02
2025-06-06,2012-09-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,52114.5
2025-06-06,2012-09-01,LMI,Q,2025-06-06,LLF_PE_NUM,labour_force_10k,gso_macro_monitor_curated,10k_persons,53098.5
2025-06-06,2012-09-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,554.781
2025-06-06,2012-09-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,37.268
2025-06-06,2012-09-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9328.501
2025-06-06,2012-09-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,55.47
2025-06-06,2012-09-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,392.57
2025-06-06,2012-10-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,644.618
2025-06-06,2012-10-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,43.612
2025-06-06,2012-10-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,10298.724
2025-06-06,2012-10-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,53.02
2025-06-06,2012-10-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,388.42
2025-06-06,2012-11-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,678.941
2025-06-06,2012-11-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,44.577
2025-06-06,2012-11-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,10014.374
2025-06-06,2012-11-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,51.05
2025-06-06,2012-11-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,377.82
2025-06-06,2012-12-01,LMI,Q,2025-06-06,LE_PE_NUM,labour_employed_10k,gso_macro_monitor_curated,10k_persons,51930.9
2025-06-06,2012-12-01,LMI,Q,2025-06-06,LLF_PE_NUM,labour_force_10k,gso_macro_monitor_curated,10k_persons,52788.2
2025-06-06,2012-12-01,MET,M,2025-06-06,TMGIOT_CIF_USD,imports_all_cif_m_usd,gso_macro_monitor_curated,M_USD,707.0
2025-06-06,2012-12-01,MET,M,2025-06-06,TMGISO_CIF_USD,imports_direct_m_usd,gso_macro_monitor_curated,M_USD,43.065
2025-06-06,2012-12-01,MET,M,2025-06-06,TMG_CIF_USD,total_imports_cif_m_usd,gso_macro_monitor_curated,M_USD,9846.77
2025-06-06,2012-12-01,SPI,M,2025-06-06,VNM_HNX_EOP_IX,hnx_index_eop,gso_macro_monitor_curated,index,57.09
2025-06-06,2012-12-01,SPI,M,2025-06-06,VNM_VN_EOP_IX,vnindex_eop,gso_macro_monitor_curated,index,413.73
2025-06-06,2012-12-31,POP,A,2025-06-06,LP_PE_NUM,population_10k,gso_macro_monitor_curated,10k_persons,89202.889
